,0,1,2
1323,ネガ（評価）,気短 です,-1.0
1324,ネガ（評価）,気難しい,-1.0
1325,ネガ（評価）,気付き にくい,-1.0
1326,ネガ（評価）,気分 が 悪い,-1.0
1327,ネガ（評価）,気忙しい,-1.0
1328,ネガ（評価）,気味が悪い,-1.0
1329,ネガ（評価）,稀薄 だ,-1.0
1330,ネガ（評価）,稀薄 です,-1.0
1331,ネガ（評価）,儀式張っ た,-1.0
1332,ネガ（評価）,戯け です,-1.0
1333,ネガ（評価）,戯け と,-1.0
1334,ネガ（評価）,戯け の,-1.0
1335,ネガ（評価）,疑い深い,-1.0
1336,ネガ（評価）,疑わしい,-1.0
1337,ネガ（評価）,疑問 だ,-1.0
1338,ネガ（評価）,詰屈 だ,-1.0
1339,ネガ（評価）,詰屈 です,-1.0
1340,ネガ（評価）,逆賊 だ,-1.0
1341,ネガ（評価）,逆賊 です,-1.0
1342,ネガ（評価）,逆賊 と,-1.0
1343,ネガ（評価）,逆賊 の,-1.0
1344,ネガ（評価）,泣き所 だ,-1.0
1345,ネガ（評価）,泣き所 です,-1.0
1346,ネガ（評価）,泣き所 と,-1.0
1347,ネガ（評価）,泣き所 の,-1.0
1348,ネガ（評価）,泣き虫 だ,-1.0
1349,ネガ（評価）,泣き虫 です,-1.0
1350,ネガ（評価）,泣き虫 と,-1.0
1351,ネガ（評価）,泣き虫 の,-1.0
1352,ネガ（評価）,居丈高 だ,-1.0
1353,ネガ（評価）,居丈高 です,-1.0
1354,ネガ（評価）,虚仮 だ,-1.0
1355,ネガ（評価）,虚仮 です,-1.0
1356,ネガ（評価）,虚仮 と,-1.0
1357,ネガ（評価）,虚仮 の,-1.0
1358,ネガ（評価）,許し がたい,-1.0
1359,ネガ（評価）,凶漢 だ,-1.0
1360,ネガ（評価）,凶漢 です,-1.0
1361,ネガ（評価）,凶漢 と,-1.0
1362,ネガ（評価）,凶漢 の,-1.0
1363,ネガ（評価）,凶暴 だ,-1.0
1364,ネガ（評価）,凶暴 です,-1.0
1365,ネガ（評価）,凶猛 だ,-1.0
1366,ネガ（評価）,凶猛 です,-1.0
1367,ネガ（評価）,凶猛 と,-1.0
1368,ネガ（評価）,凶猛 の,-1.0
1369,ネガ（評価）,強情 張 だ,-1.0
1370,ネガ（評価）,強情 張 です,-1.0
1371,ネガ（評価）,強情 張 と,-1.0
1372,ネガ（評価）,強情 張 の,-1.0
1373,ネガ（評価）,強情っぱり だ,-1.0
1374,ネガ（評価）,強情っぱり です,-1.0
1375,ネガ（評価）,強欲 だ,-1.0
1376,ネガ（評価）,強欲 です,-1.0
1377,ネガ（評価）,怯懦 だ,-1.0
1378,ネガ（評価）,怯懦 です,-1.0
1379,ネガ（評価）,怯懦 と,-1.0
1380,ネガ（評価）,怯懦 の,-1.0
1381,ネガ（評価）,恐るべき,-1.0
1382,ネガ（評価）,恐れ が ある,-1.0
1383,ネガ（評価）,恐れ多い,-1.0
1384,ネガ（評価）,狂わしい,-1.0
1385,ネガ（評価）,狂人 だ,-1.0
1386,ネガ（評価）,狂人 です,-1.0
1387,ネガ（評価）,狂人 と,-1.0
1388,ネガ（評価）,狂人 の,-1.0
1389,ネガ（評価）,狂暴 だ,-1.0
1390,ネガ（評価）,狂暴 です,-1.0
1391,ネガ（評価）,狂乱,-1.0
1392,ネガ（評価）,狭苦しい,-1.0
1393,ネガ（評価）,狭量 だ,-1.0
1394,ネガ（評価）,狭量 です,-1.0
1395,ネガ（評価）,狭隘 だ,-1.0
1396,ネガ（評価）,狭隘 です,-1.0
1397,ネガ（評価）,脅かす,-1.0
1398,ネガ（評価）,興味 が ない,-1.0
1399,ネガ（評価）,驚き が ない,-1.0
1400,ネガ（評価）,仰々しい,-1.0
1401,ネガ（評価）,仰仰しい,-1.0
1402,ネガ（評価）,業 突く 張り だ,-1.0
1403,ネガ（評価）,業 突く 張り です,-1.0
1404,ネガ（評価）,業 突く 張り と,-1.0
1405,ネガ（評価）,業 突く 張り の,-1.0
1406,ネガ（評価）,極貧 だ,-1.0
1407,ネガ（評価）,極貧 です,-1.0
1408,ネガ（評価）,極貧 と,-1.0
1409,ネガ（評価）,極貧 の,-1.0
1410,ネガ（評価）,僅少 だ,-1.0
1411,ネガ（評価）,僅少 です,-1.0
1412,ネガ（評価）,僅少 と,-1.0
1413,ネガ（評価）,僅少 の,-1.0
1414,ネガ（評価）,近目 だ,-1.0
1415,ネガ（評価）,近目 です,-1.0
1416,ネガ（評価）,近目 と,-1.0
1417,ネガ（評価）,近目 の,-1.0
1418,ネガ（評価）,銀流し だ,-1.0
1419,ネガ（評価）,銀流し です,-1.0
1420,ネガ（評価）,銀流し と,-1.0
1421,ネガ（評価）,銀流し の,-1.0
1422,ネガ（評価）,苦 に なる,-1.0
1423,ネガ（評価）,苦々しい,-1.0
1424,ネガ（評価）,苦し紛れ だ,-1.0
1425,ネガ（評価）,苦し紛れ です,-1.0
1426,ネガ（評価）,苦肉の策 だ,-1.0
1427,ネガ（評価）,苦肉の策 です,-1.0
1428,ネガ（評価）,苦肉の策 と,-1.0
1429,ネガ（評価）,苦肉の策 の,-1.0
1430,ネガ（評価）,愚 に も つか ぬ,-1.0
1431,ネガ（評価）,愚 の 骨頂 だ,-1.0
1432,ネガ（評価）,愚 の 骨頂 です,-1.0
1433,ネガ（評価）,愚 の 骨頂 と,-1.0
1434,ネガ（評価）,愚 の 骨頂 の,-1.0
1435,ネガ（評価）,愚か,-1.0
1436,ネガ（評価）,愚かしい,-1.0
1437,ネガ（評価）,愚人 だ,-1.0
1438,ネガ（評価）,愚人 です,-1.0
1439,ネガ（評価）,愚人 と,-1.0
1440,ネガ（評価）,愚人 の,-1.0
1441,ネガ（評価）,愚図 だ,-1.0
1442,ネガ（評価）,愚図 です,-1.0
1443,ネガ（評価）,愚図 と,-1.0
1444,ネガ（評価）,愚図 の,-1.0
1445,ネガ（評価）,愚直 だ,-1.0
1446,ネガ（評価）,愚直 です,-1.0
1447,ネガ（評価）,愚直 と,-1.0
1448,ネガ（評価）,愚直 の,-1.0
1449,ネガ（評価）,愚鈍 だ,-1.0
1450,ネガ（評価）,愚鈍 です,-1.0
1451,ネガ（評価）,愚鈍 と,-1.0
1452,ネガ（評価）,愚鈍 の,-1.0
1453,ネガ（評価）,愚物 だ,-1.0
1454,ネガ（評価）,愚物 です,-1.0
1455,ネガ（評価）,愚物 と,-1.0
1456,ネガ（評価）,愚物 の,-1.0
1457,ネガ（評価）,愚昧 だ,-1.0
1458,ネガ（評価）,愚昧 です,-1.0
1459,ネガ（評価）,愚劣 だ,-1.0
1460,ネガ（評価）,愚劣 です,-1.0
1461,ネガ（評価）,愚劣 と,-1.0
1462,ネガ（評価）,愚劣 の,-1.0
1463,ネガ（評価）,空々しい,-1.0
1464,ネガ（評価）,空しい,-1.0
1465,ネガ（評価）,空回り,-1.0
1466,ネガ（評価）,空恐ろしい,-1.0
1467,ネガ（評価）,空空しい,-1.0
1468,ネガ（評価）,空疎 だ,-1.0
1469,ネガ（評価）,空疎 です,-1.0
1470,ネガ（評価）,空中 楼閣 だ,-1.0
1471,ネガ（評価）,空中 楼閣 です,-1.0
1472,ネガ（評価）,空中 楼閣 と,-1.0
1473,ネガ（評価）,空中 楼閣 の,-1.0
1474,ネガ（評価）,屈伏,-1.0
1475,ネガ（評価）,屈服,-1.0
1476,ネガ（評価）,型 に はまる,-1.0
1477,ネガ（評価）,形無し だ,-1.0
1478,ネガ（評価）,形無し です,-1.0
1479,ネガ（評価）,形無し と,-1.0
1480,ネガ（評価）,形無し の,-1.0
1481,ネガ（評価）,軽々しい,-1.0
1482,ネガ（評価）,軽はずみ だ,-1.0
1483,ネガ（評価）,軽はずみ です,-1.0
1484,ネガ（評価）,軽はずみ と,-1.0
1485,ネガ（評価）,軽はずみ の,-1.0
1486,ネガ（評価）,軽視,-1.0
1487,ネガ（評価）,軽蔑,-1.0
1488,ネガ（評価）,軽躁 だ,-1.0
1489,ネガ（評価）,軽躁 です,-1.0
1490,ネガ（評価）,軽躁 と,-1.0
1491,ネガ（評価）,軽躁 の,-1.0
1492,ネガ（評価）,激越 だ,-1.0
1493,ネガ（評価）,激越 です,-1.0
1494,ネガ（評価）,隙 だらけ,-1.0
1495,ネガ（評価）,欠陥 が ある,-1.0
1496,ネガ（評価）,欠陥 品,-1.0
1497,ネガ（評価）,血 も 涙 も ない,-1.0
1498,ネガ（評価）,血の気 が 多い,-1.0
1499,ネガ（評価）,喧しい,-1.0
1500,ネガ（評価）,喧嘩腰 だ,-1.0
1501,ネガ（評価）,喧嘩腰 です,-1.0
1502,ネガ（評価）,喧嘩腰 と,-1.0
1503,ネガ（評価）,喧嘩腰 の,-1.0
1504,ネガ（評価）,堅苦しい,-1.0
1505,ネガ（評価）,堅物 だ,-1.0
1506,ネガ（評価）,堅物 です,-1.0
1507,ネガ（評価）,堅物 と,-1.0
1508,ネガ（評価）,堅物 の,-1.0
1509,ネガ（評価）,嫌 らしい,-1.0
1510,ネガ（評価）,嫌み だ,-1.0
1511,ネガ（評価）,嫌み です,-1.0
1512,ネガ（評価）,嫌み と,-1.0
1513,ネガ（評価）,嫌み の,-1.0
1514,ネガ（評価）,嫌味 たらしい,-1.0
1515,ネガ（評価）,嫌味 ったらしい,-1.0
1516,ネガ（評価）,見えっ張り だ,-1.0
1517,ネガ（評価）,見えっ張り です,-1.0
1518,ネガ（評価）,見ぐるしい,-1.0
1519,ネガ（評価）,見づらい,-1.0
1520,ネガ（評価）,見にくい,-1.0
1521,ネガ（評価）,見る かげ も ない,-1.0
1522,ネガ（評価）,見る 影 も ない,-1.0
1523,ネガ（評価）,見下す,-1.0
1524,ネガ（評価）,見苦しい,-1.0
1525,ネガ（評価）,見向き も し ない,-1.0
1526,ネガ（評価）,険しい,-1.0
1527,ネガ（評価）,険悪 だ,-1.0
1528,ネガ（評価）,険悪 です,-1.0
1529,ネガ（評価）,険悪 と,-1.0
1530,ネガ（評価）,険悪 の,-1.0
1531,ネガ（評価）,険難 だ,-1.0
1532,ネガ（評価）,険難 です,-1.0
1533,ネガ（評価）,元 も 子 も ない,-1.0
1534,ネガ（評価）,厳つい,-1.0
1535,ネガ（評価）,厳酷 だ,-1.0
1536,ネガ（評価）,厳酷 です,-1.0
1537,ネガ（評価）,幻怪 だ,-1.0
1538,ネガ（評価）,幻怪 です,-1.0
1539,ネガ（評価）,幻怪 と,-1.0
1540,ネガ（評価）,幻怪 の,-1.0
1541,ネガ（評価）,言語道断 だ,-1.0
1542,ネガ（評価）,言語道断 です,-1.0
1543,ネガ（評価）,言語道断 と,-1.0
1544,ネガ（評価）,言語道断 の,-1.0
1545,ネガ（評価）,個性 が ない,-1.0
1546,ネガ（評価）,個性 は ない,-1.0
1547,ネガ（評価）,古めかしい,-1.0
1548,ネガ（評価）,古臭い,-1.0
1549,ネガ（評価）,固陋 だ,-1.0
1550,ネガ（評価）,固陋 です,-1.0
1551,ネガ（評価）,姑息 だ,-1.0
1552,ネガ（評価）,姑息 です,-1.0
1553,ネガ（評価）,胡散臭い,-1.0
1554,ネガ（評価）,誇大 だ,-1.0
1555,ネガ（評価）,誇大 です,-1.0
1556,ネガ（評価）,後 の まつり だ,-1.0
1557,ネガ（評価）,後 の まつり です,-1.0
1558,ネガ（評価）,後 の まつり と,-1.0
1559,ネガ（評価）,後 の まつり の,-1.0
1560,ネガ（評価）,後の祭り だ,-1.0
1561,ネガ（評価）,後の祭り です,-1.0
1562,ネガ（評価）,後の祭り と,-1.0
1563,ネガ（評価）,後の祭り の,-1.0
1564,ネガ（評価）,後悔 先 に 立た ぬ,-1.0
1565,ネガ（評価）,御 粗末 だ,-1.0
1566,ネガ（評価）,御 粗末 です,-1.0
1567,ネガ（評価）,御機嫌 斜め だ,-1.0
1568,ネガ（評価）,御機嫌 斜め です,-1.0
1569,ネガ（評価）,御機嫌 斜め と,-1.0
1570,ネガ（評価）,御機嫌 斜め の,-1.0
1571,ネガ（評価）,御大層 だ,-1.0
1572,ネガ（評価）,御大層 です,-1.0
1573,ネガ（評価）,効き すぎる,-1.0
1574,ネガ（評価）,効き にくい,-1.0
1575,ネガ（評価）,効き 難い,-1.0
1576,ネガ（評価）,厚かましい,-1.0
1577,ネガ（評価）,厚ぼったい,-1.0
1578,ネガ（評価）,厚顔 だ,-1.0
1579,ネガ（評価）,厚顔 です,-1.0
1580,ネガ（評価）,口 が さびしい,-1.0
1581,ネガ（評価）,口 が 軽い,-1.0
1582,ネガ（評価）,口 ほど に も ない,-1.0
1583,ネガ（評価）,口惜しい,-1.0
1584,ネガ（評価）,口先 だけ,-1.0
1585,ネガ（評価）,口先 だけ の,-1.0
1586,ネガ（評価）,向う見ず だ,-1.0
1587,ネガ（評価）,向う見ず です,-1.0
1588,ネガ（評価）,好い加減 だ,-1.0
1589,ネガ（評価）,好い加減 です,-1.0
1590,ネガ（評価）,好きもの だ,-1.0
1591,ネガ（評価）,好きもの です,-1.0
1592,ネガ（評価）,好きもの と,-1.0
1593,ネガ（評価）,好きもの の,-1.0
1594,ネガ（評価）,好き嫌い が ある,-1.0
1595,ネガ（評価）,好き嫌い は ある,-1.0
1596,ネガ（評価）,巧言令色 だ,-1.0
1597,ネガ（評価）,巧言令色 です,-1.0
1598,ネガ（評価）,巧言令色 と,-1.0
1599,ネガ（評価）,巧言令色 の,-1.0
1600,ネガ（評価）,慌しい,-1.0
1601,ネガ（評価）,慌ただしい,-1.0
1602,ネガ（評価）,甲斐性 無い,-1.0
1603,ネガ（評価）,糠 に 釘 だ,-1.0
1604,ネガ（評価）,糠 に 釘 です,-1.0
1605,ネガ（評価）,糠 に 釘 と,-1.0
1606,ネガ（評価）,糠 に 釘 の,-1.0
1607,ネガ（評価）,荒々しい,-1.0
1608,ネガ（評価）,荒くれ た,-1.0
1609,ネガ（評価）,荒っぽい,-1.0
1610,ネガ（評価）,荒らか だ,-1.0
1611,ネガ（評価）,荒らか です,-1.0
1612,ネガ（評価）,荒荒しい,-1.0
1613,ネガ（評価）,荒削り だ,-1.0
1614,ネガ（評価）,荒削り です,-1.0
1615,ネガ（評価）,荒削り と,-1.0
1616,ネガ（評価）,荒削り の,-1.0
1617,ネガ（評価）,荒誕 だ,-1.0
1618,ネガ（評価）,荒誕 です,-1.0
1619,ネガ（評価）,荒誕 と,-1.0
1620,ネガ（評価）,荒誕 の,-1.0
1621,ネガ（評価）,荒唐 だ,-1.0
1622,ネガ（評価）,荒唐 です,-1.0
1623,ネガ（評価）,荒唐 と,-1.0
1624,ネガ（評価）,荒唐 の,-1.0
1625,ネガ（評価）,高慢 だ,-1.0
1626,ネガ（評価）,高慢 です,-1.0
1627,ネガ（評価）,高慢 と,-1.0
1628,ネガ（評価）,高慢 の,-1.0
1629,ネガ（評価）,高慢ちき だ,-1.0
1630,ネガ（評価）,高慢ちき です,-1.0
1631,ネガ（評価）,高慢ちき と,-1.0
1632,ネガ（評価）,高慢ちき の,-1.0
1633,ネガ（評価）,剛愎 だ,-1.0
1634,ネガ（評価）,剛愎 です,-1.0
1635,ネガ（評価）,剛愎 と,-1.0
1636,ネガ（評価）,剛愎 の,-1.0
1637,ネガ（評価）,合わせ にくい,-1.0
1638,ネガ（評価）,酷 たらしい,-1.0
1639,ネガ（評価）,酷 だ,-1.0
1640,ネガ（評価）,酷 です,-1.0
1641,ネガ（評価）,酷 と,-1.0
1642,ネガ（評価）,酷 の,-1.0
1643,ネガ（評価）,酷い,-1.0
1644,ネガ（評価）,酷しい,-1.0
1645,ネガ（評価）,酷薄 だ,-1.0
1646,ネガ（評価）,酷薄 です,-1.0
1647,ネガ（評価）,酷薄 と,-1.0
1648,ネガ（評価）,酷薄 の,-1.0
1649,ネガ（評価）,酷烈 だ,-1.0
1650,ネガ（評価）,酷烈 です,-1.0
1651,ネガ（評価）,腰 が 弱い,-1.0
1652,ネガ（評価）,腰 が 重い,-1.0
1653,ネガ（評価）,腰砕け だ,-1.0
1654,ネガ（評価）,腰砕け です,-1.0
1655,ネガ（評価）,腰砕け と,-1.0
1656,ネガ（評価）,腰砕け の,-1.0
1657,ネガ（評価）,腰弱 だ,-1.0
1658,ネガ（評価）,腰弱 です,-1.0
1659,ネガ（評価）,腰抜け だ,-1.0
1660,ネガ（評価）,腰抜け です,-1.0
1661,ネガ（評価）,腰抜け と,-1.0
1662,ネガ（評価）,腰抜け の,-1.0
1663,ネガ（評価）,今ひとつ,-1.0
1664,ネガ（評価）,今一つ だ,-1.0
1665,ネガ（評価）,今一つ です,-1.0
1666,ネガ（評価）,今一つ と,-1.0
1667,ネガ（評価）,今一つ の,-1.0
1668,ネガ（評価）,恨み 骨髄 に 徹する,-1.0
1669,ネガ（評価）,恨めしい,-1.0
1670,ネガ（評価）,根 性悪 だ,-1.0
1671,ネガ（評価）,根性 悪 です,-1.0
1672,ネガ（評価）,根性 悪 と,-1.0
1673,ネガ（評価）,根性 悪 の,-1.0
1674,ネガ（評価）,根性 曲り,-1.0
1675,ネガ（評価）,根無し だ,-1.0
1676,ネガ（評価）,根無し です,-1.0
1677,ネガ（評価）,根無し と,-1.0
1678,ネガ（評価）,根無し の,-1.0
1679,ネガ（評価）,差 が ある,-1.0
1680,ネガ（評価）,差 が 激しい,-1.0
1681,ネガ（評価）,差 は ある,-1.0
1682,ネガ（評価）,差し支える,-1.0
1683,ネガ（評価）,差し出がましい,-1.0
1684,ネガ（評価）,差支える,-1.0
1685,ネガ（評価）,差別 的 だ,-1.0
1686,ネガ（評価）,差別 的 です,-1.0
1687,ネガ（評価）,細細,-1.0
1688,ネガ（評価）,在り来り だ,-1.0
1689,ネガ（評価）,在り来り です,-1.0
1690,ネガ（評価）,罪ぶかい,-1.0
1691,ネガ（評価）,罪作り だ,-1.0
1692,ネガ（評価）,罪作り です,-1.0
1693,ネガ（評価）,罪作り と,-1.0
1694,ネガ（評価）,罪作り の,-1.0
1695,ネガ（評価）,罪深い,-1.0
1696,ネガ（評価）,策士 だ,-1.0
1697,ネガ（評価）,策士 です,-1.0
1698,ネガ（評価）,策士 と,-1.0
1699,ネガ（評価）,策士 の,-1.0
1700,ネガ（評価）,擦れっ枯らし だ,-1.0
1701,ネガ（評価）,擦れっ枯らし です,-1.0
1702,ネガ（評価）,擦れっ枯らし と,-1.0
1703,ネガ（評価）,擦れっ枯らし の,-1.0
1704,ネガ（評価）,殺人 的 だ,-1.0
1705,ネガ（評価）,殺人 的 です,-1.0
1706,ネガ（評価）,殺伐 だ,-1.0
1707,ネガ（評価）,殺伐 です,-1.0
1708,ネガ（評価）,殺伐 の,-1.0
1709,ネガ（評価）,殺伐と,-1.0
1710,ネガ（評価）,雑 だ,-1.0
1711,ネガ（評価）,雑 です,-1.0
1712,ネガ（評価）,雑 と,-1.0
1713,ネガ（評価）,雑 の,-1.0
1714,ネガ（評価）,雑然 だ,-1.0
1715,ネガ（評価）,雑然 です,-1.0
1716,ネガ（評価）,雑然 の,-1.0
1717,ネガ（評価）,惨い,-1.0
1718,ネガ（評価）,惨たらしい,-1.0
1719,ネガ（評価）,惨烈 だ,-1.0
1720,ネガ（評価）,惨烈 です,-1.0
1721,ネガ（評価）,惨烈 と,-1.0
1722,ネガ（評価）,惨烈 の,-1.0
1723,ネガ（評価）,惨憺 だ,-1.0
1724,ネガ（評価）,惨憺 です,-1.0
1725,ネガ（評価）,惨憺 と,-1.0
1726,ネガ（評価）,惨憺 の,-1.0
1727,ネガ（評価）,散々 だ,-1.0
1728,ネガ（評価）,散々 です,-1.0
1729,ネガ（評価）,散散 だ,-1.0
1730,ネガ（評価）,散散 です,-1.0
1731,ネガ（評価）,酸鼻 だ,-1.0
1732,ネガ（評価）,酸鼻 です,-1.0
1733,ネガ（評価）,酸鼻 と,-1.0
1734,ネガ（評価）,酸鼻 の,-1.0
1735,ネガ（評価）,残り惜しい,-1.0
1736,ネガ（評価）,残り多い,-1.0
1737,ネガ（評価）,残刻 だ,-1.0
1738,ネガ（評価）,残刻 です,-1.0
1739,ネガ（評価）,残忍 だ,-1.0
1740,ネガ（評価）,残忍 です,-1.0
1741,ネガ（評価）,残忍 と,-1.0
1742,ネガ（評価）,残忍 の,-1.0
1743,ネガ（評価）,仕方 が ない,-1.0
1744,ネガ（評価）,仕方 ない,-1.0
1745,ネガ（評価）,仕方 の ない,-1.0
1746,ネガ（評価）,使い づらい,-1.0
1747,ネガ（評価）,使い にくい,-1.0
1748,ネガ（評価）,使い 難い,-1.0
1749,ネガ（評価）,使い物 に なら ない,-1.0
1750,ネガ（評価）,刺々しい,-1.0
1751,ネガ（評価）,刺刺しい,-1.0
1752,ネガ（評価）,子供 っぽい,-1.0
1753,ネガ（評価）,子供だまし だ,-1.0
1754,ネガ（評価）,子供だまし です,-1.0
1755,ネガ（評価）,子供だまし と,-1.0
1756,ネガ（評価）,子供だまし の,-1.0
1757,ネガ（評価）,子供騙し だ,-1.0
1758,ネガ（評価）,子供騙し です,-1.0
1759,ネガ（評価）,子供騙し と,-1.0
1760,ネガ（評価）,子供騙し の,-1.0
1761,ネガ（評価）,思いきり の 悪い,-1.0
1762,ネガ（評価）,思い切り の 悪い,-1.0
1763,ネガ（評価）,思わしくない,-1.0
1764,ネガ（評価）,支障 が ある,-1.0
1765,ネガ（評価）,脂 こい,-1.0
1766,ネガ（評価）,脂っこい,-1.0
1767,ネガ（評価）,歯 が 立た ない,-1.0
1768,ネガ（評価）,歯痒い,-1.0
1769,ネガ（評価）,耳年増 だ,-1.0
1770,ネガ（評価）,耳年増 です,-1.0
1771,ネガ（評価）,耳年増 と,-1.0
1772,ネガ（評価）,耳年増 の,-1.0
1773,ネガ（評価）,自縄自縛 だ,-1.0
1774,ネガ（評価）,自縄自縛 です,-1.0
1775,ネガ（評価）,自縄自縛 と,-1.0
1776,ネガ（評価）,自縄自縛 の,-1.0
1777,ネガ（評価）,七転八倒 だ,-1.0
1778,ネガ（評価）,七転八倒 です,-1.0
1779,ネガ（評価）,七転八倒 と,-1.0
1780,ネガ（評価）,七転八倒 の,-1.0
1781,ネガ（評価）,七面倒臭い,-1.0
1782,ネガ（評価）,執念深い,-1.0
1783,ネガ（評価）,質感 が ない,-1.0
1784,ネガ（評価）,邪険 だ,-1.0
1785,ネガ（評価）,邪険 です,-1.0
1786,ネガ（評価）,邪魔 者,-1.0
1787,ネガ（評価）,邪魔 物,-1.0
1788,ネガ（評価）,邪魔くさい,-1.0
1789,ネガ（評価）,邪慳 だ,-1.0
1790,ネガ（評価）,邪慳 です,-1.0
1791,ネガ（評価）,寂しげ だ,-1.0
1792,ネガ（評価）,寂しげ です,-1.0
1793,ネガ（評価）,寂しげ と,-1.0
1794,ネガ（評価）,寂しげ の,-1.0
1795,ネガ（評価）,寂れる,-1.0
1796,ネガ（評価）,寂寞 だ,-1.0
1797,ネガ（評価）,寂寞 です,-1.0
1798,ネガ（評価）,寂寞 と,-1.0
1799,ネガ（評価）,寂寞 の,-1.0
1800,ネガ（評価）,弱々しい,-1.0
1801,ネガ（評価）,弱り目 だ,-1.0
1802,ネガ（評価）,弱り目 です,-1.0
1803,ネガ（評価）,弱り目 と,-1.0
1804,ネガ（評価）,弱り目 に たたり目 だ,-1.0
1805,ネガ（評価）,弱り目 に たたり目 です,-1.0
1806,ネガ（評価）,弱り目 に たたり目 と,-1.0
1807,ネガ（評価）,弱り目 に たたり目 の,-1.0
1808,ネガ（評価）,弱り目 の,-1.0
1809,ネガ（評価）,弱虫 だ,-1.0
1810,ネガ（評価）,弱虫 です,-1.0
1811,ネガ（評価）,弱虫 と,-1.0
1812,ネガ（評価）,弱虫 の,-1.0
1813,ネガ（評価）,守銭奴 だ,-1.0
1814,ネガ（評価）,守銭奴 です,-1.0
1815,ネガ（評価）,守銭奴 と,-1.0
1816,ネガ（評価）,守銭奴 の,-1.0
1817,ネガ（評価）,手 が つけ られ ない,-1.0
1818,ネガ（評価）,手 が 出 ない,-1.0
1819,ネガ（評価）,手 が 足り ない,-1.0
1820,ネガ（評価）,手 に おえ ない,-1.0
1821,ネガ（評価）,手 に 余る,-1.0
1822,ネガ（評価）,手 の 出し 様 が ない,-1.0
1823,ネガ（評価）,手ぬるい,-1.0
1824,ネガ（評価）,手ひどい,-1.0
1825,ネガ（評価）,手緩い,-1.0
1826,ネガ（評価）,手狭 だ,-1.0
1827,ネガ（評価）,手狭 です,-1.0
1828,ネガ（評価）,手狭 と,-1.0
1829,ネガ（評価）,手狭 の,-1.0
1830,ネガ（評価）,手厳しい,-1.0
1831,ネガ（評価）,手荒 だ,-1.0
1832,ネガ（評価）,手荒 です,-1.0
1833,ネガ（評価）,手荒い,-1.0
1834,ネガ（評価）,手酷い,-1.0
1835,ネガ（評価）,手重い,-1.0
1836,ネガ（評価）,手痛い,-1.0
1837,ネガ（評価）,手薄 だ,-1.0
1838,ネガ（評価）,手薄 です,-1.0
1839,ネガ（評価）,酒 落 臭い だ,-1.0
1840,ネガ（評価）,酒 落 臭い です,-1.0
1841,ネガ（評価）,酒 落 臭い と,-1.0
1842,ネガ（評価）,酒 落 臭い の,-1.0
1843,ネガ（評価）,受け入れ 難い,-1.0
1844,ネガ（評価）,受け付け ない,-1.0
1845,ネガ（評価）,呪わしい,-1.0
1846,ネガ（評価）,臭い,-1.0
1847,ネガ（評価）,醜い,-1.0
1848,ネガ（評価）,重々しい,-1.0
1849,ネガ（評価）,重苦しい,-1.0
1850,ネガ（評価）,重重しい,-1.0
1851,ネガ（評価）,術無い,-1.0
1852,ネガ（評価）,峻険 だ,-1.0
1853,ネガ（評価）,峻険 です,-1.0
1854,ネガ（評価）,峻厳 だ,-1.0
1855,ネガ（評価）,峻厳 です,-1.0
1856,ネガ（評価）,峻嶮 だ,-1.0
1857,ネガ（評価）,峻嶮 です,-1.0
1858,ネガ（評価）,暑がり だ,-1.0
1859,ネガ（評価）,暑がり です,-1.0
1860,ネガ（評価）,暑がり と,-1.0
1861,ネガ（評価）,暑がり の,-1.0
1862,ネガ（評価）,暑苦しい,-1.0
1863,ネガ（評価）,女たらし だ,-1.0
1864,ネガ（評価）,女たらし です,-1.0
1865,ネガ（評価）,女たらし と,-1.0
1866,ネガ（評価）,女たらし の,-1.0
1867,ネガ（評価）,女女しい,-1.0
1868,ネガ（評価）,小 難しい,-1.0
1869,ネガ（評価）,小汚い,-1.0
1870,ネガ（評価）,小気味 が 悪い,-1.0
1871,ネガ（評価）,小賢しい,-1.0
1872,ネガ（評価）,小心翼翼 だ,-1.0
1873,ネガ（評価）,小心翼翼 です,-1.0
1874,ネガ（評価）,小心翼翼 と,-1.0
1875,ネガ（評価）,小心翼翼 の,-1.0
1876,ネガ（評価）,小憎らしい,-1.0
1877,ネガ（評価）,小便 くさい,-1.0
1878,ネガ（評価）,小面憎い,-1.0
1879,ネガ（評価）,小利口 だ,-1.0
1880,ネガ（評価）,小利口 です,-1.0
1881,ネガ（評価）,小癪 に さわる,-1.0
1882,ネガ（評価）,焦れったい,-1.0
1883,ネガ（評価）,省き すぎる,-1.0
1884,ネガ（評価）,笑止千万 です,-1.0
1885,ネガ（評価）,笑止千万 と,-1.0
1886,ネガ（評価）,笑止千万 の,-1.0
1887,ネガ（評価）,上っ面 だけ,-1.0
1888,ネガ（評価）,上滑り だ,-1.0
1889,ネガ（評価）,上滑り です,-1.0
1890,ネガ（評価）,上辷り だ,-1.0
1891,ネガ（評価）,上辷り です,-1.0
1892,ネガ（評価）,冗談 じゃ ない,-1.0
1893,ネガ（評価）,冗長 だ,-1.0
1894,ネガ（評価）,冗長 です,-1.0
1895,ネガ（評価）,冗漫 だ,-1.0
1896,ネガ（評価）,冗漫 です,-1.0
1897,ネガ（評価）,情け が 無い,-1.0
1898,ネガ（評価）,情け 知らず,-1.0
1899,ネガ（評価）,情け 容赦 も ない,-1.0
